id,word,category,sentenceJapanese,sentenceRomaji,sentenceEnglish
sent-1701,撮る,Essential Verbs,今日のイベントでたくさん写真を撮りました。,Kyou no ibento de takusan shashin o torimashita.,I took many pictures at today's event.
sent-1702,撮る,Essential Verbs,すばらしい瞬間をカメラで撮ることが大切です。,Subarashii shunkan o kamera de toru koto ga taisetsu desu.,It is important to capture wonderful moments with a camera.
sent-1703,撮る,Essential Verbs,彼は動画を撮るのが上手です。,Kare wa douga o toru no ga jouzu desu.,He is skilled at taking videos.
sent-1704,捕る,Essential Verbs,あの魚を捕ろうとする男性はとても上手だ。,Ano sakana o torou to suru dansei wa totemo jouzu da.,The man trying to catch that fish is very skilled.
sent-1705,捕る,Essential Verbs,彼は飛んでいる蝶々を捕らえることができた.,Kare wa tondeiru chouchou o toraeru koto ga dekita.,He was able to catch the flying butterfly.
sent-1706,捕る,Essential Verbs,子供たちは公園で昆虫を捕って楽しんでいた。,Kodomo-tachi wa kouen de konchuu o totte tanoshinde ita.,The children were having fun catching insects in the park.
sent-1707,捕る,Essential Verbs,野球選手はボールを見事に捕らえた。,Yakyuu senshu wa booru o migoto ni toraeta.,The baseball player beautifully caught the ball.
sent-1708,捕る,Essential Verbs,彼女は庭で逃げ回る猫を捕ろうとしていた。,Kanojo wa niwa de nigemawaru neko o torou to shite ita.,She was trying to catch the cat running around in the garden.
sent-1709,通る,Essential Verbs,この道を通ると、美しい桜の並木が見られます。,"Kono michi o tooru to, utsukushii sakura no namiki ga miraremasu.","If you go through this road, you can see beautiful cherry blossom trees lined up."
sent-1710,通る,Essential Verbs,毎朝、駅前通りを通って仕事に行きます。,"Maiasa, ekimae doori o tootte shigoto ni ikimasu.",I go to work every morning through the street in front of the station.
sent-1711,通る,Essential Verbs,電話の音が廊下を通って部屋に響いた。,Denwa no oto ga rouka o tootte heya ni hibiita.,The sound of the telephone echoed through the hallway and into the room.
sent-1712,通る,Essential Verbs,山道を通るのに十分な水分補給が必要です。,Yamamichi o tooru noni juubun na suibun hokyuu ga hitsuyou desu.,Sufficient hydration is necessary to pass through mountain trails.
sent-1713,通る,Essential Verbs,この川は町の中心部を通って流れています。,Kono kawa wa machi no chuushinbu o tootte nagareteimasu.,This river flows through the center of the town.
sent-1714,通じる,Essential Verbs,この道路は東西に通じている。,Kono douro wa touzai ni tsuujite iru.,This road connects the east and west.
sent-1715,通じる,Essential Verbs,彼の言いたいことは英語で十分に通じる。,Kare no iitai koto wa eigo de juubun ni tsuujiru.,His intentions are well conveyed in English.
sent-1716,通じる,Essential Verbs,あなたの意見は会社の人々にきちんと通じるでしょう。,Anata no iken wa kaisha no hitobito ni kichinto tsuujiru deshou.,Your opinion will be well understood by the company.
sent-1717,通じる,Essential Verbs,彼の研究は医学界にまで通じる影響を持つ。,Kare no kenkyuu wa igakukai ni made tsuujiru eikyou o motsu.,His research has an influence that reaches even the medical world.
sent-1718,通じる,Essential Verbs,彼女の情報源は政府機関に通じている。,Kanojo no jouhougen wa seifu kikan ni tsuujite iru.,Her source of information is connected to government agencies.
sent-1719,捕まえる,Essential Verbs,犯人を捕まえるために、警察が手配をかけました。,"Hannin o tsukamaeru tame ni, keisatsu ga tehai o kakemashita.",The police issued a wanted notice to catch the criminal.
sent-1720,捕まえる,Essential Verbs,彼は、逃げる猫を捕まえようとしました。,"Kare wa, nigeru neko o tsukamaeyou to shimashita.",He tried to catch the fleeing cat.
sent-1721,捕まえる,Essential Verbs,野球選手が飛んでくるボールをすばやく捕まえました。,Yakyuu senshu ga tonde kuru booru o subayaku tsukamaemashita.,The baseball player quickly caught the flying ball.
sent-1722,捕まえる,Essential Verbs,魚を捕まえるのに網を使いました。,Sakana o tsukamaeru noni ami o tsukaimashita.,I used a net to catch fish.
sent-1723,捕まえる,Essential Verbs,子供たちは、公園で蝶々を捕まえていました。,"Kodomotachi wa, kouen de chouchou o tsukamaete imashita.",The children were catching butterflies in the park.
sent-1724,つかむ,Essential Verbs,彼はボールをつかむことができませんでした。,Kare wa booru o tsukamu koto ga dekimasen deshita.,He was unable to grab the ball.
sent-1725,つかむ,Essential Verbs,犬に食べ物をつかまれないように、テーブルの上に置いた。,"Inu ni tabemono o tsukamarenai you ni, teeburu no ue ni oita.",I put the food on the table so the dog couldn't grab it.
sent-1726,つかむ,Essential Verbs,彼女は私の手を思い切ってつかんだ。,Kanojo wa watashi no te o omoikitte tsukanda.,She boldly grabbed my hand.
sent-1727,つかむ,Essential Verbs,彼はチャンスをつかむことができた。,Kare wa chansu o tsukamu koto ga dekita.,He was able to seize the opportunity.
sent-1728,つかむ,Essential Verbs,彼はその縄をつかんで、坂道を登った。,"Kare wa sono nawa o tsukande, sakamichi o nobotta.",He grabbed the rope and climbed up the hill.
sent-1729,疲れる,Essential Verbs,一日中働いてとても疲れた。,Ichinichijuu hataraite totemo tsukareta.,I worked all day and got really tired.
sent-1730,疲れる,Essential Verbs,長時間勉強したら、目が疲れるだろう。,"Naganjikan benkyou shitara, me ga tsukareru darou.","If you study for a long time, your eyes will probably get tired."
sent-1731,疲れる,Essential Verbs,運動した後は、体が疲れることが普通です。,"Undou shita ato wa, karada ga tsukareru koto ga futsuu desu.",It is normal to feel tired after exercising.
sent-1732,疲れる,Essential Verbs,仕事が忙しかったから早く疲れてしまった。,Shigoto ga isogashikatta kara hayaku tsukarete shimatta.,I got tired quickly because work was busy.
sent-1733,疲れる,Essential Verbs,長い旅行で精神的にも疲れることがある。,Nagai ryokou de seishinteki ni mo tsukareru koto ga aru.,Long trips can sometimes be mentally tiring.
sent-1734,使う,Essential Verbs,その道具は正しい方法で使うべきです。,Sono dougu wa tadashii houhou de tsukau beki desu.,You should use that tool in the correct way.
sent-1735,使う,Essential Verbs,彼は時々、難しい言葉を使うことがあります。,"Kare wa tokidoki, muzukashii kotoba o tsukau koto ga arimasu.",He sometimes uses difficult words.
sent-1736,使う,Essential Verbs,このキーボードは誰でも使うことができます。,Kono kiiboodo wa dare demo tsukau koto ga dekimasu.,This keyboard can be used by anyone.
sent-1737,使う,Essential Verbs,彼女は自分のスマホを使ってメッセージを送りました。,Kanojo wa jibun no sumaho o tsukatte messeiji o okurimashita.,She sent a message using her smartphone.
sent-1738,使う,Essential Verbs,どうして彼があんなにたくさんの紙を使ったのでしょうか。,Doushite kare ga anna ni takusan no kami o tsukatta no deshou ka.,Why did he use so much paper?
sent-1739,付ける（着ける）,Essential Verbs,時計を手首に付ける。,Tokei o tekubi ni tsukeru.,Put a watch on your wrist.
sent-1740,付ける（着ける）,Essential Verbs,シールをノートに付ける。,Shīru o nōto ni tsukeru.,Put a sticker on the notebook.
sent-1741,付ける（着ける）,Essential Verbs,ネームプレートを玄関に付ける。,Nēmupurēto o genkan ni tsukeru.,Attach a nameplate to the entrance.
sent-1742,付ける（着ける）,Essential Verbs,ベルトをズボンに付ける。,Beruto o zubon ni tsukeru.,Attach a belt to the pants.
sent-1743,付ける（着ける）,Essential Verbs,付け不足の金額を確認して、それに適した金額の切手を封筒に付ける。,"Tsuke busoku no kingaku o kakunin shite, sore ni tekishita kingaku no kitte o fūtō ni tsukeru.","Check the amount of postage due, and attach the appropriate amount of stamps to the envelope."
sent-1744,つける,Essential Verbs,首にネックレスをつける。,Kubi ni nekkuresu o tsukeru.,Put a necklace around your neck.
sent-1745,つける,Essential Verbs,料理に塩味をつける。,Ryouri ni shioaji o tsukeru.,Season the dish with salt.
sent-1746,つける,Essential Verbs,スイッチをつけると、電気がつく。,"Suicchi o tsukeru to, denki ga tsuku.","When you turn the switch on, the electricity comes on."
sent-1747,つける,Essential Verbs,傷に消毒液をつける。,Kizu ni shoudokueki o tsukeru.,Apply disinfectant to the wound.
sent-1748,つける,Essential Verbs,名前をリストにつける。,Namae o risuto ni tsukeru.,Add a name to the list.
sent-1749,着く,Essential Verbs,駅に着くのが遅かったため、電車に乗り遅れました。,"Eki ni tsuku no ga osokatta tame, densha ni noriokuremashita.","I arrived at the station late, so I missed the train."
sent-1750,着く,Essential Verbs,荷物が無事に新しい家に着きました。,Nimotsu ga buji ni atarashii ie ni tsukimashita.,The luggage arrived safely at the new house.
sent-1751,着く,Essential Verbs,今から出発すれば、９時頃には目的地に着くでしょう。,"Ima kara shuppatsu sureba, ku-ji goro ni wa mokutekichi ni tsuku deshou.","If we leave now, we should arrive at our destination around 9 o'clock."
sent-1752,着く,Essential Verbs,雨が降って道が滑りやすいから、予定より遅く着くかもしれない。,"Ame ga futte michi ga suberi yasui kara, yotei yori osoku tsuku kamoshirenai.","The roads are slippery because of the rain, so we might arrive later than planned."
sent-1753,着く,Essential Verbs,両親の家に着く前に、スーパーで買い物をしておこう。,"Ryoushin no ie ni tsuku mae ni, suupaa de kaimono o shite okou.",Let's do some shopping at the supermarket before we arrive at our parents' house.
sent-1754,付く,Essential Verbs,会議で議事録を付ける。,Kaigi de gijiroku o tsukeru.,I will write the minutes for the meeting.
sent-1755,付く,Essential Verbs,彼は人気者に付き、学校ではいつも周りに人がいる。,"Kare wa ninkimono ni tsuki, gakkou de wa itsumo mawari ni hito ga iru.","He is popular, so there are always people around him at school."
sent-1756,付く,Essential Verbs,紙に付いたインクが乾かないうちに手が触れてしまい、書類が汚れた。,"Kami ni tsuita inku ga kawakanai uchi ni te ga furete shimai, shorui ga yogoreta.","I accidentally touched the ink on the paper before it dried, and the documents got dirty."
sent-1757,付く,Essential Verbs,スマホに指紋が付かないように、保護フィルムを貼った。,"Sumaho ni shimon ga tsukanai you ni, hogo firumu o hatta.",I put a protective film on my smartphone to prevent fingerprints from sticking.
sent-1758,付く,Essential Verbs,遅れる旨の連絡を付けて、会議に行った.,"Okureru mune no renraku o tsukete, kaigi ni itta.",I notified them that I would be late and went to the meeting.
sent-1759,つく,Essential Verbs,駅に着くのに10分かかります。,Eki ni tsuku no ni juuppun kakarimasu.,It takes 10 minutes to arrive at the station.
sent-1760,つく,Essential Verbs,この建物は10年前に建ちました。,Kono tatemono wa juu nen mae ni tatchimashita.,This building was built 10 years ago.
sent-1761,つく,Essential Verbs,Kare wa uchi de gohan o tsukuru no ga suki desu.,Kare wa uchi de gohan o tsukuru no ga suki desu.,He likes to cook at home.
sent-1762,つく,Essential Verbs,彼はタバコに火をつけようとしている。,Kare wa tabako ni hi o tsukeyou to shite iru.,He seems to be about to light a cigarette.
sent-1763,つく,Essential Verbs,この傘に付いた雨粒がきれいですね。,Kono kasa ni tsuita amatsubu ga kirei desu ne.,"The raindrops attached to this umbrella look pretty, don't they?"
sent-1764,作る（造る）,Essential Verbs,彼女は毎日お弁当を作っています。,Kanojo wa mainichi o-bentou o tsukutteimasu.,She makes lunch boxes every day.
sent-1765,作る（造る）,Essential Verbs,彼は木彫りの置物を作るのが得意です。,Kare wa kibori no okimono o tsukuru no ga tokui desu.,He is good at making wood-carved ornaments.
sent-1766,作る（造る）,Essential Verbs,この料理を作るためにはたくさんの材料が必要です。,Kono ryouri o tsukuru tame niwa takusan no zairyou ga hitsuyou desu.,"To make this dish, you need a lot of ingredients."
sent-1767,作る（造る）,Essential Verbs,新しい会社を作ることを考えています。,Atarashii kaisha o tsukuru koto o kangaeteimasu.,I'm considering starting a new company.
sent-1768,作る（造る）,Essential Verbs,数学の先生はわかりやすい問題を作ってくれました。,Sugaku no sensei wa wakariyasui mondai o tsukutte kuremashita.,The math teacher made easy-to-understand problems for us.
sent-1769,伝える,Essential Verbs,彼にその知らせを早く伝えてください。,Kare ni sono shirase o hayaku tsutaete kudasai.,Please inform him of the news quickly.
sent-1770,伝える,Essential Verbs,先生は生徒たちに重要な情報を伝えた。,Sensei wa seito-tachi ni juuyou na jouhou o tsutaeta.,The teacher conveyed important information to the students.
sent-1771,伝える,Essential Verbs,母は私におばあちゃんの言葉を伝えました。,Haha wa watashi ni obaachan no kotoba o tsutaemashita.,My mother passed on my grandmother's words to me.
sent-1772,伝える,Essential Verbs,この物語は昔から伝説として伝えられてきました。,Kono monogatari wa mukashi kara densetsu toshite tsutaerarete kimashita.,This story has been handed down as a legend since ancient times.
sent-1773,伝える,Essential Verbs,彼女に私の気持ちを伝えるのは難しいです。,Kanojo ni watashi no kimochi o tsutaeru no wa muzukashii desu.,It is difficult to convey my feelings to her.
sent-1774,伝わる,Essential Verbs,彼の気持ちが私に伝わる。,Kare no kimochi ga watashi ni tsutawaru.,His feelings come through to me.
sent-1775,伝わる,Essential Verbs,先生の教えがしっかり伝わるように、注意深く聞くべきだ。,"Sensei no oshie ga shikkari tsutawaru you ni, chuui bukaku kiku beki da.",We should listen carefully so that the teacher's teachings are well conveyed.
sent-1776,伝わる,Essential Verbs,彼女の声の温かさが伝わる。,Kanojo no koe no atatakasa ga tsutawaru.,The warmth of her voice comes through.
sent-1777,伝わる,Essential Verbs,この歌の歌詞から感動が伝わる。,Kono uta no kashi kara kandou ga tsutawaru.,The lyrics of this song convey emotion.
sent-1778,伝わる,Essential Verbs,彼らは言葉を使わずに相手の気持ちが伝わる。,Karera wa kotoba o tsukawazu ni aite no kimochi ga tsutawaru.,They can convey each other's feelings without using words.
sent-1779,包む,Essential Verbs,彼女はプレゼントを綺麗な包装紙で包んだ。,Kanojo wa purezento o kirei na hōsōshi de tsutsunda.,She wrapped the present in beautiful wrapping paper.
sent-1780,包む,Essential Verbs,彼はサンドイッチをアルミホイルで包んで持って行った。,Kare wa sandoicchi o arumihoiru de tsutsunde motte itta.,He wrapped the sandwich in aluminum foil and took it with him.
sent-1781,包む,Essential Verbs,子供が寒いので、母親が子供を毛布で包んだ。,"Kodomo ga samui node, hahaoya ga kodomo o mōfu de tsutsunda.","The child was cold, so the mother wrapped the child in a blanket."
sent-1782,包む,Essential Verbs,彼女はおにぎりを海苔で包むのが得意だ。,Kanojo wa onigiri o nori de tsutsumu no ga tokui da.,She is skilled at wrapping rice balls in seaweed.
sent-1783,包む,Essential Verbs,冬になると、街の木々は雪に包まれる。,"Fuyu ni naru to, machi no kigi wa yuki ni tsutsumareru.","In winter, the trees in the city are wrapped in snow."
sent-1784,続ける,Essential Verbs,この仕事を続けるつもりです。,Kono shigoto o tsuzukeru tsumori desu.,I intend to continue this job.
sent-1785,続ける,Essential Verbs,健康のために運動を続けることが大切だ。,Kenkou no tame ni undou o tsuzukeru koto ga taisetsu da.,It is important to continue exercising for your health.
sent-1786,続ける,Essential Verbs,彼女がその話を続けると、皆興味津々で聞いていた。,"Kanojo ga sono hanashi o tsuzukeru to, mina kyoumi shinshin de kiite ita.","As she continued the story, everyone listened with great interest."
sent-1787,続ける,Essential Verbs,雨が一週間降り続けると、洪水の危険がある。,"Ame ga isshuukan furitsuzukeru to, kouzui no kiken ga aru.","If the rain continues for a week, there is a risk of flooding."
sent-1788,続く,Essential Verbs,その道は果てしなく続く。,Sono michi wa hateshinaku tsuzuku.,The road continues endlessly.
sent-1789,続く,Essential Verbs,映画は第二部に続く。,Eiga wa dai ni bu ni tsuzuku.,The movie continues onto the second part.
sent-1790,続く,Essential Verbs,彼女の話はいつまでも続く気がする。,Kanojo no hanashi wa itsumademo tsuzuku ki ga suru.,I feel like her story will go on forever.
sent-1791,続く,Essential Verbs,仕事が忙しくて、休みの日も会議が続いた。,"Shigoto ga isogashikute, yasumi no hi mo kaigi ga tsuzuita.","Work was busy, and meetings continued even on my days off."
sent-1792,続く,Essential Verbs,この連勝がどれだけ続くのか楽しみだ。,Kono renshou ga dore dake tsuzuku no ka tanoshimi da.,I'm looking forward to seeing how long this winning streak will continue.
sent-1793,動かす,Essential Verbs,彼は車を動かすために鍵を探した。,Kare wa kuruma o ugokasu tame ni kagi o sagashita.,He looked for the key to move the car.
sent-1794,動かす,Essential Verbs,ピアノの鍵盤を滑らかに動かすのは練習が必要です。,Piano no kenban o suberaka ni ugokasu no wa renshuu ga hitsuyou desu.,It takes practice to move the piano keys smoothly.
sent-1795,動かす,Essential Verbs,彼女は腰の痛みにも関わらず、体を動かすことを続けました。,"Kanojo wa koshi no itami ni mo kakawarazu, karada o ugokasu koto o tsuzukemashita.","Despite the pain in her back, she kept moving her body."
sent-1796,動かす,Essential Verbs,このボタンを押すと、機械を動かすことができる。,"Kono botan o osu to, kikai o ugokasu koto ga dekiru.",Pressing this button will allow the machine to move.
sent-1797,動かす,Essential Verbs,真実を知るために、彼は証人を動かすことにしました。,"Shinjitsu o shiru tame ni, kare wa shounin o ugokasu koto ni shimashita.","In order to know the truth, he decided to move the witness."
sent-1798,動く,Essential Verbs,道路が混んでいて、車がなかなか動かない.,"Dōro ga konde ite, kuruma ga nakanaka ugokanai.","The road is crowded, and the cars are not moving easily."
sent-1799,動く,Essential Verbs,猫が寝ているので、そっと動いて起こさないようにしました.,"Neko ga nete iru node, sotto ugoite okosanai yō ni shimashita.","The cat was sleeping, so I moved gently so as not to wake it up."
sent-1800,動く,Essential Verbs,この機械は簡単に動きます.,Kono kikai wa kantan ni ugokimasu.,This machine moves easily.
sent-1801,動く,Essential Verbs,運動選手は素早く動く必要がある.,Undō senshu wa subayaku ugoku hitsuyou ga aru.,Athletes need to move quickly.
sent-1802,動く,Essential Verbs,列車が動き始めたとき、私は窓の外を見ていた.,"Ressha ga ugoki hajimeta toki, watashi wa mado no soto o mite ita.","When the train started moving, I was looking out the window."
sent-1803,浮かぶ,Essential Verbs,川に小舟が浮かんでいる.,Kawa ni kobune ga ukande iru.,There is a small boat floating on the river.
sent-1804,浮かぶ,Essential Verbs,その考えが頭に浮かんだ.,Sono kangae ga atama ni ukanda.,That idea came to my mind.
sent-1805,浮かぶ,Essential Verbs,彼女の顔が目の前に浮かぶ.,Kanojo no kao ga me no mae ni ukabu.,Her face appears before my eyes.
sent-1806,浮かぶ,Essential Verbs,水面に白い花が浮かんでいる.,Suimen ni shiroi hana ga ukande iru.,White flowers are floating on the water surface.
sent-1807,浮かぶ,Essential Verbs,月が湖に浮かんでいるようだ.,Tsuki ga mizuumi ni ukande iru you da.,The moon seems to float on the lake.
sent-1808,生まれる（産まれる）,Essential Verbs,この子は、私たちの夢を叶えるために産まれたのです。,"Kono ko wa, watashitachi no yume o kanaeru tame ni umareta no desu.",This child was born to fulfill our dreams.
sent-1809,生まれる（産まれる）,Essential Verbs,彼は、英語が話せる小さな田舎町で産まれました。,"Kare wa, eigo ga hanaseru chiisana inaka machi de umaremashita.",He was born in a small countryside town where people speak English.
sent-1810,生まれる（産まれる）,Essential Verbs,国際結婚の子供は、二つの文化が融合した幸せな環境で産まれます。,"Kokusai kekkon no kodomo wa, futatsu no bunka ga yuugou shita shiawase na kankyou de umaremasu.",Children of international marriages are born in a happy environment where two cultures merge.
sent-1811,生まれる（産まれる）,Essential Verbs,その詩人は、詩と音楽に才能を発揮するために産まれたと言われています。,"Sono shijin wa, shi to ongaku ni sainou o hakki suru tame ni umareta to iwareteimasu.",It is said that the poet was born to display his talent in poetry and music.
sent-1812,生まれる（産まれる）,Essential Verbs,ここでは、毎年たくさんのカメが砂浜で卵を産み、新しい命が産まれる。,"Koko de wa, maitoshi takusan no kame ga sunahama de tamago o umi, atarashii inochi ga umareru.","Here, many turtles lay eggs on the sandy beach every year, and new life is born."
sent-1813,生む（産む）,Essential Verbs,彼女は昨年、女の子を生みました。,"Kanojo wa sakunen, onnanoko o umimashita.",She gave birth to a girl last year.
sent-1814,生む（産む）,Essential Verbs,逆境は創造力を生むことがあります。,Gyakkyou wa souzouryoku o umu koto ga arimasu.,Adversity can lead to creativity.
sent-1815,生む（産む）,Essential Verbs,彼が私たちのチームに新しいアイデアを生み出しました。,Kare ga watashitachi no chiimu ni atarashii aidea o umidashimashita.,He came up with new ideas for our team.
sent-1816,生む（産む）,Essential Verbs,画期的な技術は新たな産業を生む可能性がある。,Kakutekina gijutsu wa arata na sangyou o umu kanousei ga aru.,Groundbreaking technologies can give birth to new industries.
sent-1817,生む（産む）,Essential Verbs,この問題は対立と議論を生むだろう。,Kono mondai wa tairitsu to giron o umu darou.,This issue will likely lead to conflict and debate.
sent-1818,売る,Essential Verbs,この店では新鮮な野菜を売っています。,Kono mise de wa shinsen na yasai o utteimasu.,This store sells fresh vegetables.
sent-1819,売る,Essential Verbs,彼は古着を売るためにフリーマーケットに出店した。,Kare wa furugi o uru tame ni furii maaketto ni shutsuten shita.,He set up a booth at the flea market to sell old clothes.
sent-1820,売る,Essential Verbs,友達が手作りのアクセサリーをオンラインで売っています。,Tomodachi ga tezukuri no akusesarii o onrain de utteimasu.,My friend sells handmade accessories online.
sent-1821,売る,Essential Verbs,その作家の本がよく売れて、ベストセラーになりました。,"Sono sakka no hon ga yoku urete, besutoserā ni narimashita.",The author's books sold well and became bestsellers.
sent-1822,売る,Essential Verbs,もし私が家を売れば、どれくらいの値段で売れますか？,"Moshi watashi ga ie o ureba, dorekurai no nedan de uremasu ka?","If I sell my house, how much can it sell for?"
sent-1823,疑う,Essential Verbs,彼の言葉を疑う理由がない。,Kare no kotoba o utagau riyuu ga nai.,There is no reason to doubt his words.
sent-1824,疑う,Essential Verbs,彼女は彼の誠意を疑うことはありませんでした。,Kanojo wa kare no seii o utagau koto wa arimasen deshita.,She never doubted his sincerity.
sent-1825,疑う,Essential Verbs,その証拠を見れば、彼の無罪を疑う余地がない。,"Sono shouko o mireba, kare no muzai o utagau yochi ga nai.","Seeing that evidence, there is no room to doubt his innocence."
sent-1826,疑う,Essential Verbs,子供たちは先生の言うことを疑うことなく信じている。,Kodomo-tachi wa sensei no iu koto o utagau koto naku shinjite iru.,The children believe what the teacher says without doubting it.
sent-1827,疑う,Essential Verbs,結果が出るまで彼の誠実さを疑うのは早計です。,Kekka ga deru made kare no seijitsu-sa o utagau no wa soukei desu.,It's premature to doubt his integrity until the results come out.
sent-1828,歌う,Essential Verbs,彼女は美しい声で歌う。,Kanojo wa utsukushii koe de utau.,She sings with a beautiful voice.
sent-1829,歌う,Essential Verbs,彼はバンドでギターを弾きながら歌う。,Kare wa bando de gitā o hikinagara utau.,He sings while playing the guitar in a band.
sent-1830,歌う,Essential Verbs,みんなでカラオケで一緒に歌いましょう。,Min'na de karaoke de issho ni utaimashou.,Let's all sing together at karaoke.
sent-1831,歌う,Essential Verbs,彼は国民的なアイドルでおおぜいの人が彼の歌う曲を知っている。,Kare wa kokuminteki na aidoru de ōzei no hito ga kare no utau kyoku o shitteiru.,"He is a national idol, and a lot of people know the songs he sings."
sent-1832,歌う,Essential Verbs,私は音楽が大好きで毎日シャワーの中で歌う。,Watashi wa ongaku ga daisuki de mainichi shawā no naka de utau.,I love music and sing every day in the shower.
sent-1833,打つ,Essential Verbs,このピアノは、鍵盤を打つことで美しい音を奏でることができる。,"Kono piano wa, kenban o utsu koto de utsukushii oto o kanaderu koto ga dekiru.",This piano can produce beautiful sounds when its keys are struck.
sent-1834,打つ,Essential Verbs,彼はプロの野球選手で、どんなピッチも打つことができます。,"Kare wa puro no yakyuu senshu de, donna pitchi mo utsu koto ga dekimasu.","He is a professional baseball player, and can hit any pitch."
sent-1835,打つ,Essential Verbs,彼女は約束の時間に遅れて、急いでドアを三回打った。,"Kanojo wa yakusoku no jikan ni okurete, isoide doa o sankai utta.","She was late for the promised time, so she quickly knocked on the door three times."
sent-1836,打つ,Essential Verbs,コンピューターのキーボードを速く打つ練習をしよう。,Konpyuutaa no kiiboodo o hayaku utsu renshuu o shiyou.,Let's practice typing quickly on a computer keyboard.
sent-1837,打つ,Essential Verbs,両国間の協力を生かして、犯罪撲滅に向けて一矢を打とう。,"Ryoukokukan no kyouryoku o ikashite, hanzai bokumetsu ni mukete isshi o utou.",Let's take advantage of the cooperation between both countries and strike a blow towards eradicating crime.
sent-1838,撃つ,Essential Verbs,彼は遠くの的を撃つのが上手です。,Kare wa tooku no mato o utsu no ga jouzu desu.,He is good at shooting distant targets.
sent-1839,撃つ,Essential Verbs,銃で犯人を撃つ前に、まず交渉するべきだった。,"Juu de hannin o utsu mae ni, mazu koushou suru beki datta.","Before shooting the criminal with a gun, we should have negotiated first."
sent-1840,撃つ,Essential Verbs,彼女はアーチェリー大会で矢を撃つ練習をしている。,Kanojo wa aachieri taikai de ya o utsu renshuu o shiteiru.,She is practicing shooting arrows for an archery tournament.
sent-1841,撃つ,Essential Verbs,戦場で敵を撃つ決断は、とても重いものがある。,"Senjou de teki o utsu ketsudan wa, totemo omoi mono ga aru.",The decision to shoot an enemy on the battlefield carries a heavy weight.
sent-1842,撃つ,Essential Verbs,警察官が犯人に向かって警告無く撃った。,Keisatsukan ga hannin ni mukatte keikoku naku utta.,The police officer shot at the criminal without warning.
sent-1843,移る,Essential Verbs,季節が移るにつれて、景色も変わる。,"Kisetsu ga utsuru ni tsurete, keshiki mo kawaru.","As the seasons change, so does the scenery."
sent-1844,移る,Essential Verbs,仕事でいろいろな地域に移ることになった。,Shigoto de iroiro na chiiki ni utsuru koto ni natta.,"Due to work, I ended up moving to various areas."
sent-1845,移る,Essential Verbs,そのプロジェクトが終わった後、彼は新しい部署に移った。,"Sono purojekuto ga owatta ato, kare wa atarashii busho ni utsutta.","After the project ended, he moved to a new department."
sent-1846,移る,Essential Verbs,住む場所が変わると、人間関係も移るものだ。,"Sumu basho ga kawaru to, ningengankei mo utsuru mono da.","When the place you live changes, your human relationships also change."
sent-1847,移る,Essential Verbs,彼女はエネルギーがよく、その元気が他の人にも移る。,"Kanojo wa enerugī ga yoku, sono genki ga hoka no hito ni mo utsuru.","She has good energy, and her cheerfulness is contagious to others."
sent-1848,移す,Essential Verbs,彼の本を棚から別の部屋へ移す。,Kare no hon o tana kara betsu no heya e utsusu.,I will move his books from the shelf to another room.
sent-1849,移す,Essential Verbs,彼女は椅子を右に移すように頼まれた。,Kanojo wa isu o migi ni utsusu you ni tanomareta.,She was asked to move the chair to the right.
sent-1850,移す,Essential Verbs,この植物は日陰が好きなので、窓から少し離れた場所に移すべきです。,"Kono shokubutsu wa hikage ga suki na node, mado kara sukoshi hanareta basho ni utsusu beki desu.","This plant prefers shade, so we should move it a bit away from the window."
sent-1851,移す,Essential Verbs,彼はまた今度、仕事で海外に移さざるを得なくなりました。,"Kare wa mata kondo, shigoto de kaigai ni utsusazaru o enakunarimashita.","This time, he had no choice but to move abroad for his job again."
sent-1852,移す,Essential Verbs,手術後、病院の回復期病棟にベッドを移すことになりました。,"Shujutsugo, byouin no kaifukuki byoutou ni beddo o utsusu koto ni narimashita.","After the surgery, my bed was moved to the recovery ward of the hospital."
sent-1853,映す,Essential Verbs,鏡に自分の顔が映っている。,Kagami ni jibun no kao ga utsutte iru.,My face is reflected in the mirror.
sent-1854,映す,Essential Verbs,彼女は希望を彼の目に映した。,Kanojo wa kibou o kare no me ni utsushita.,She reflected hope in his eyes.
sent-1855,映す,Essential Verbs,夕日を水面に映すと、とても美しい風景が広がる。,"Yuuhi o suimen ni utsusu to, totemo utsukushii fuukei ga hirogaru.","When the sunset is projected onto the water's surface, a very beautiful scene unfolds."
sent-1856,映る,Essential Verbs,テレビに映る天気予報を見て、傘を持って出かけた.,"Terebi ni utsuru tenki yohou o mite, kasa o motte dekaketa.",I saw the weather forecast on TV and went out with an umbrella.
sent-1857,映る,Essential Verbs,彼女の瞳には喜びが映っていた.,Kanojo no hitomi ni wa yorokobi ga utsutte ita.,Joy was reflected in her eyes.
sent-1858,写る,Essential Verbs,写真にうまく写らなかった.,Shashin ni umaku utsuranakatta.,I didn't come out well in the photo.
sent-1859,写る,Essential Verbs,このカメラは暗い場所でもよく写る.,Kono kamera wa kurai basho demo yoku utsuru.,This camera captures images well even in dark places.
sent-1860,写る,Essential Verbs,彼女の笑顔は写真にとても綺麗に写っている.,Kanojo no egao wa shashin ni totemo kirei ni utsutte iru.,Her smile is captured beautifully in the photo.
